Doc ID,Clinical Trial,Multicenter Study,Comparative Study,Randomized Controlled Trial,Non-U.S. Gov't,"N.I.H., Extramural",Letter,Non-P.H.S.,Pragmatic Clinical Trial,Observational Study,Phase I,Phase II,Phase III,Phase IV,pval-1,pval-2,pval-3,pval-4,pval-5,n-1,n-2,n-3,n-4,n-5,funding-1,funding-2,funding-3,funding-4,funding-5,sections,characters,words,sentences,chars-per-word-mean,chars-per-word-stdev,words-per-sentence-mean,words-per-sentence-stdev,syallables-per-word-mean,syallables-per-word-stdev,ARI,hard-word-ratio,lexical-density,gunning-fog-index,coleman-liau-index,SMOG,flesch-kincaid-index
16300823,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0.82,0.28,0.05,0.3916,0,0,0,0,0,Office of the Ministry of Health,Associate Director General s Unit for Health Promotion of the Ministry of Health,National Institute for Health Services Research,0,0,22,19208,3465,134,4.691486291486291,3.279388305386483,25.85820895522388,15.06285227214789,1.3976911976911977,1.0983207360072624,14.619999999999997,0.15988455988455988,0.2502164502164502,10.407237406043377,12.596513708513704,14.74485434935147,62.34424258577246
16730113,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16983,2973,103,4.831146989572822,3.3631301807452973,28.864077669902912,18.88512670491185,1.4164143962327616,1.0835583694882998,16.119999999999997,0.16784392869155734,0.20854355869492094,11.612768639437789,13.333306424487052,15.703190918519098,57.709303243756935
17126719,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,618,604,670,552,Knoll Germany,0,0,0,0,20,25482,4757,116,4.565902879966365,3.6122685260011647,41.008620689655174,93.80289192627873,1.1086819424006726,1.0550195554154138,22.619999999999997,0.13306705907084296,0.2951439983182678,16.456675099490408,11.558620979608992,16.474075972511024,71.4167576729031
14972468,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.258,0.783,0.121,0.713,0.143,36,0,0,0,0,0,0,0,0,0,12,11291,2100,80,4.498095238095238,3.170627492322324,26.25,17.6344742916908,1.2580952380952382,1.026836197822691,15.119999999999997,0.1419047619047619,0.2180952380952381,10.556761904761906,11.447276190476188,14.154848307938106,73.75639285714288
17512011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8300,1449,57,4.8854382332643205,3.5531659241798352,25.42105263157895,9.336845919759162,1.3650793650793651,1.110741908999869,14.619999999999997,0.19668737060041408,0.40165631469979296,10.247096000871746,13.750890269151139,15.903189008614273,65.54691729323311
15288321,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.85,0.94,0.65,0.82,0.66,0,0,0,0,0,0,0,0,0,0,16,10013,1703,65,5.012918379330593,3.5309372826212275,26.2,16.13342803002511,1.3082795067527893,1.1170836340937365,15.119999999999997,0.16852613035819142,0.31943628890193776,10.547410452143277,14.475960070463884,15.133188976421582,69.56155372871406
16303215,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36964,6249,209,5.033445351256201,3.568562269484556,29.89952153110048,21.069583658420925,1.4123859817570812,1.1193469298232013,16.619999999999997,0.18130900944151065,0.20099215874539927,12.032332216216796,14.497673227716437,16.4301751642984,56.99913158928398
15951245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNAIDS,0,0,0,0,26,6599,1139,41,4.892888498683055,3.187592983838198,27.78048780487805,11.290509720827378,1.4978050921861281,1.0564300723214135,15.619999999999997,0.19490781387181738,0.36435469710272167,11.190158247499948,13.724670763827916,16.422298646070946,51.92349407910237
16730488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11844,2158,70,4.620481927710843,3.156420827876021,30.82857142857143,22.37685879483109,1.3568118628359591,0.9920382054691402,17.119999999999997,0.15894346617238184,0.23123262279888787,12.395005957897524,12.04832252085264,15.774802946060372,60.75771640407788
14973794,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,52,27,0,0,0,NIH,Department of Anesthesiology,Children s Hospital,SC,0,8,25177,4227,158,5.075230660042584,3.525919060007651,26.753164556962027,21.706991068763376,1.3555713271823988,1.139400449936626,15.119999999999997,0.18594748048261178,0.2044002838892832,10.775644814977856,14.82581499881713,15.870808502772313,64.99920369505261
17512087,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3M Pharmaceuticals,0,0,0,0,14,7044,1221,49,4.901719901719901,3.3289842871025703,24.918367346938776,14.737758669901098,1.3046683046683047,0.9913625786710182,14.119999999999997,0.14987714987714987,0.31203931203931207,10.027297798726371,13.86325962325962,14.169185597494252,71.16791856791858
15288394,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.80,0.50,0.047,0.04,0.043,13,0,0,0,0,0,0,0,0,0,14,31301,5445,211,4.892194674012856,3.3390823080767573,25.805687203791468,15.962311739629733,1.3434343434343434,1.0141000281646586,14.619999999999997,0.15298438934802572,0.20385674931129477,10.383468637255797,13.778328741965105,14.479893134698994,66.98768203360622
17132479,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Organogenesis ` Inc,0,0,0,0,12,24678,4263,157,4.930565329580108,3.5030136297587924,27.15286624203822,17.14649011145577,1.2474783016654938,1.077209639315782,15.619999999999997,0.15575885526624442,0.18320431620924232,10.923450038921786,13.963650011728827,14.877511487689578,73.73817644343046
16730924,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.01,0.02,0.03,0.96,0.87,0,0,0,0,0,0,0,0,0,0,23,20939,3818,130,4.629125196437926,3.2100037370977144,29.369230769230768,21.383228399099096,1.3148245154531168,1.0315793871948042,16.619999999999997,0.15086432687270823,0.2710843373493976,11.80803803844139,12.132928234677841,15.154083838146821,65.7910767618971
15952100,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,Dr Rentschler ` Biotechnology GmbH &,European Union Research and Technological Development Program,0,0,0,15,21001,3970,131,4.434256926952141,3.3613839044462015,30.30534351145038,20.019948947053553,1.2229219143576826,1.018060348400834,17.119999999999997,0.13753148614609573,0.19622166246851386,12.17714999903859,10.965057934508817,14.791974686551274,72.61588238121793
14973801,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.199,0.001,0.026,0.056,0.117,40,0,0,0,0,0,0,0,0,0,8,18982,3490,136,4.580515759312321,3.442600410199081,25.66176470588235,19.03922679267058,1.2140401146131805,1.0589594485777536,14.619999999999997,0.14326647564469913,0.2151862464183381,10.32201247261082,11.950212034383952,14.082790957309104,78.08051512725437
15637558,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,23,20018,3485,123,4.874605451936873,3.412351887269752,28.333333333333332,17.05919478998292,1.3078909612625538,1.0307029492940236,16.119999999999997,0.15265423242467718,0.2921090387374462,11.394395026303204,13.602444763271166,15.009968696169054,67.42909134385464
17512301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25774,4549,186,4.802813805231919,3.332831667943262,24.456989247311828,14.012379837993542,1.400307759947241,1.062911947377378,14.119999999999997,0.16575071444273468,0.18333699714222906,9.849095984701826,13.297559903275442,14.63112048169322,63.54511942244193
15288403,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.03,0.001,0.004,0.01,0,0,0,0,0,0,0,0,0,0,21,24082,4270,145,4.802341920374707,3.5507621800419553,29.448275862068964,21.784592871799056,1.2330210772833723,1.024660128518566,16.619999999999997,0.1449648711943794,0.24379391100702577,11.837296293305338,13.14952693208431,14.932476469000957,72.63141686182674
16307824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.427,0.640,0.834,0.430,0.896,133,69,64,0,0,0,0,0,0,0,12,12682,2130,78,5.08075117370892,3.6488743574079536,27.307692307692307,19.144907221699263,1.3629107981220658,1.0987832426803201,15.619999999999997,0.18826291079812207,0.2652582159624413,10.998382087396173,14.842366197183097,16.082083751897596,63.815438786565565
14973802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16202,2951,108,4.598780074551,3.1509458148667933,27.324074074074073,13.873142683606172,1.2456794307014571,0.9829630621449758,15.619999999999997,0.1291087766858692,0.21552016265672652,10.981273140303976,12.007915960691289,13.858996823051626,73.71658497747157
16731075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnson & Johnson Inc,72nd Annual Meeting of the Central Association of Obstetricians,Department of Obstetrics & Gynecology,0,0,12,8807,1640,50,4.525,3.4266456702021655,32.8,18.401419643548135,1.1829268292682926,1.0727351190470489,18.119999999999997,0.15426829268292683,0.2920731707317073,13.18170731707317,11.446024390243906,15.979604978404545,73.46739024390246
16731075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnson & Johnson Inc,72nd Annual Meeting of the Central Association of Obstetricians,Department of Obstetrics & Gynecology,0,0,12,8807,1640,50,4.525,3.4266456702021655,32.8,18.401419643548135,1.1829268292682926,1.0727351190470489,18.119999999999997,0.15426829268292683,0.2920731707317073,13.18170731707317,11.446024390243906,15.979604978404545,73.46739024390246
17512550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0.01,0.014,0.035,13,0,0,0,0,0,0,0,0,0,14,11408,2116,100,4.5236294896030245,3.164207221512419,21.16,12.51400831230362,1.2457466918714555,1.0089986731321277,12.619999999999997,0.1342155009451796,0.2896975425330813,8.517686200378071,11.789489603024574,12.756391145488433,79.9674298676749
17134849,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26333,4635,204,4.8455231930960085,3.6431036595348876,22.720588235294116,13.530311442501697,1.3124056094929881,1.0767468633812776,13.119999999999997,0.1697950377562028,0.2504854368932039,9.156153309220128,13.614187702265372,14.349729392800931,72.74408837806969
15953681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,17,0,0,0,0,0,0,0,0,0,32,16569,3168,126,4.350694444444445,3.1271031935960063,25.142857142857142,16.31279953200641,1.2118055555555556,1.0249091528873706,14.619999999999997,0.13194444444444445,0.19602272727272727,10.109920634920634,10.615719696969695,13.534237032575142,78.79625
15288411,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.001,0.01,0.05,0.068,0.006,0,0,0,0,0,0,0,0,0,0,17,30250,5569,176,4.599569042916143,3.425600851464342,31.642045454545453,25.184853595948304,1.189441551445502,1.0563227803920778,17.619999999999997,0.13359669599569043,0.20165200215478543,12.71025686021646,11.907875740707489,14.874696292769784,74.09156861134693
16307962,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Berlex Laboratories,0,0,0,0,13,30998,5682,201,4.616156282998944,3.408466550655235,28.26865671641791,19.892648458326683,1.2224568813797958,0.9768857429101729,16.119999999999997,0.13762759591693066,0.18250615980288631,11.362513724933939,12.084456177402323,14.397189390285412,74.72246126810512
17134956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.05,0.02,0.017,0,0,0,0,0,0,0,0,0,0,12,13142,2251,79,4.97734340293203,3.74164815220655,28.49367088607595,13.358828270551664,1.3131941359395825,1.086606590650859,16.119999999999997,0.17236783651710352,0.3251888049755664,11.466415489037223,14.202381163927143,15.789494918550957,66.81770015014425
14973803,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,152,0,0,0,0,0,0,0,0,0,8,10768,1843,65,4.950623982637005,3.381345868419607,28.353846153846153,20.70735887404431,1.335865436787846,1.035458086619466,16.119999999999997,0.17037438958220294,0.3423765599565925,11.409688217371343,14.048898534997285,15.685151302367807,65.04163020159442
15953714,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.39,0.330,0.28,0.015,0,0,0,0,0,Ortho Biotech,Janssen-Cilag,0,0,0,18,20776,3889,142,4.493700179994858,3.2862451701784505,27.387323943661972,15.30579484732827,1.1661095397274364,1.033342477283802,15.619999999999997,0.13525327847775778,0.24093597325790692,11.009030888855893,11.388274620725124,14.12405954299572,80.38399913624201
17512799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0075,0.0125,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,19,18411,3278,120,4.766015863331299,3.375111032076571,27.316666666666666,23.659341194765087,1.3154362416107384,1.0774340724806293,15.619999999999997,0.17144600366076876,0.2760829774252593,10.995245068130975,12.991470408785844,15.492060183548272,67.82267729306488
15288412,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0009,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,38,52968,9686,406,4.605306628123064,3.317451037715806,23.857142857142858,14.839862423717058,1.2271319430105307,1.0385155378279076,13.619999999999997,0.14185422258930416,0.15744373322320876,9.599598831892866,12.157765847615114,13.638436194136112,78.80463762130911
16733114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,0,0,0,0,0,0,0,0,28,25808,4930,172,4.372819472616633,3.078164705274189,28.662790697674417,20.179956743134177,1.1709939148073023,0.9460236277113003,16.119999999999997,0.11602434077079107,0.2231237322515213,11.511526015378085,10.643440162271805,13.546965033703646,78.6761822491627
16307966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17635,3081,135,4.839337877312561,3.3010954620797572,22.822222222222223,11.062823764832437,1.4375202856215514,1.046879196841138,13.119999999999997,0.16358325219084713,0.21616358325219084,9.194322189765229,13.573709834469327,14.167174469761473,62.05622828086122
15953905,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16029,3016,117,4.479442970822281,3.4782777931087514,25.77777777777778,16.716763788810358,1.2204907161803713,1.0746026375988569,14.619999999999997,0.14489389920424403,0.27685676392572944,10.36906867079281,11.352228116710872,14.16970121226218,77.41704096669615
15288482,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0.02,0.05,0,0,0,64,0,0,0,0,0,0,0,0,0,20,19196,3503,91,4.628604053668284,3.3635519877429987,38.494505494505496,36.466536753691074,1.1692834713103055,1.0330500893552668,21.119999999999997,0.13245789323437054,0.2857550670853554,15.450785355095949,11.960685127033969,16.028907511980705,68.8416952502251
16733158,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swiss Society of Anesthesiology,0,0,0,0,19,25374,4238,137,5.079754601226994,3.3303321652063285,30.934306569343065,19.818739045320232,1.4098631429919775,1.1222341390931192,17.119999999999997,0.18664464369985842,0.24233128834355827,12.44838048521717,14.746521944313354,16.856013404179375,56.16225693499551
14975544,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.69,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14386,2773,152,4.394518571943744,3.3153408715579236,18.24342105263158,13.935162062992102,1.1777857915614858,1.0718549842653282,11.119999999999997,0.1312657771366751,0.3007573025604039,7.349874731907303,11.188676523620629,11.969539037085266,88.67724966547726
16307999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,31,16196,2813,71,4.889441876999644,3.541795581363502,39.61971830985915,34.24924032408104,1.218983291859225,1.081617749995356,21.619999999999997,0.15179523640241735,0.31070031994312125,15.908605418504628,13.478947742623529,17.138827852711565,63.49499942420256
17521743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001,0.11,0.319,0.01,0,97,0,0,0,0,Eli Lilly Nederland,Wyeth,Wyeth Nederland,0,0,14,8470,1495,73,4.810702341137124,3.522297378651592,20.47945205479452,10.243032305264741,1.3464882943143812,1.0872893488256352,12.119999999999997,0.16387959866220736,0.32976588628762543,8.25733266138269,13.510394648829433,13.594758223675875,72.13544646538692
15954049,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University of Sydney,School of Physiotherapy,0,0,0,25,17774,3045,99,4.968472906403941,3.4095682305432926,30.757575757575758,24.17921645440137,1.3346469622331691,1.0144455248592872,17.119999999999997,0.1619047619047619,0.3027914614121511,12.367792207792208,14.096078817733986,15.877356648489531,62.704927601134514
15288679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0029,0.0016,0.006,0.001,0,0,0,0,0,0,0,0,0,0,14,15259,2814,87,4.612295664534471,3.4202100339231936,32.3448275862069,32.12221466035479,1.202914001421464,1.0870901285225956,18.119999999999997,0.14427860696517414,0.26865671641791045,12.995642477268829,11.968315565031983,15.470042427545799,72.23847547974414
16733171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,70,35,0,0,0,0,0,0,18,17274,2886,113,5.115731115731116,3.621012517099776,25.539823008849556,20.001355042592067,1.3305613305613306,1.1361541177053005,14.619999999999997,0.19577269577269577,0.32605682605682607,10.294238281848902,15.1011781011781,15.903189008614273,68.34659108052914
16308009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26211,4722,216,4.651207115628971,3.0683983514217883,21.86111111111111,16.032210794077546,1.3248623464633629,0.94484679624977,12.619999999999997,0.13807708598051674,0.2450232952138924,8.79967527883665,12.507878017789071,13.054359218557245,72.56261771142175
17137887,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centers for Disease Control and Prevention,CDC,Association of American Medical Colleges,AAMC,0,24,24614,4437,123,4.650214108631959,3.185613947979693,36.073170731707314,18.686003674051793,1.3621816542709038,1.0445877484039792,20.119999999999997,0.15212981744421908,0.201938246562993,14.490120219660614,12.124300202839759,16.511816146710075,54.980163755998646
17524571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.025,0.11,0.036,0.26,130,128,256,47,132,0,0,0,0,0,17,30172,5605,232,4.552720785013381,3.3560876911981468,24.15948275862069,14.068135968185205,1.2520963425512934,1.113181268915163,14.119999999999997,0.16770740410347904,0.17377341659232828,9.730876065089667,11.83756645851918,14.628226990851267,76.3857744201606
15288885,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,17,9820,1837,67,4.4529123571039735,3.5060775834515905,27.417910447761194,20.649417963571832,1.170930865541644,0.9911846961080979,15.619999999999997,0.1175830157866086,0.3043004899292324,11.014197385419122,11.14758845944474,13.386431939030864,79.94506967069933
14981374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University of,University of Iowa Hospitals and Clinics,0,0,0,12,11552,2096,79,4.6316793893129775,3.118017276536172,26.531645569620252,18.06316228883438,1.3220419847328244,1.008252457323728,15.119999999999997,0.15410305343511452,0.21564885496183206,10.674299449222147,12.224274809160306,14.680447562355187,68.0606278384385
16740440,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.90,0.057,0,0,0,60,0,0,0,0,0,0,0,0,0,21,22473,4121,148,4.575588449405484,3.3449245785832415,27.844594594594593,14.597415127547647,1.2841543314729436,1.0591000314474985,15.619999999999997,0.15141955835962145,0.25479252608590147,11.198405661181686,11.85720941519049,14.859325822116038,69.93328004387547
16310305,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19643,3456,147,4.79369212962963,3.2803366496444304,23.510204081632654,12.03668328397044,1.4050925925925926,1.0355914895127436,13.619999999999997,0.17158564814814814,0.20949074074074073,9.47271589191232,13.278437499999999,14.60306749167436,64.10130952380955
17138081,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0001,0.006,0.009,0.001,0,0,0,0,0,0,0,0,0,0,0,8,15723,2725,90,4.888440366972477,3.33506301699056,30.27777777777778,27.314246098877828,1.3607339449541285,1.0174997163217248,17.119999999999997,0.16,0.3434862385321101,12.175111111111113,13.636286238532112,15.7029109311908,60.98496381243629
17524796,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18124,3018,100,5.12259774685222,3.447347163243923,30.18,14.682759765910301,1.5159045725646123,1.0691164910296056,21.83,0.21901921802518223,0.2866136514247846,12.159607687210073,15.01537442014579,17.81652512151126,47.95677316103382
15294364,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.001,0,0,0,0,0,0,0,0,0,0,0,0,9,11060,2035,73,4.612776412776412,3.4149929574370987,27.876712328767123,14.188165261426173,1.2835380835380836,1.1097073560880253,15.619999999999997,0.1773955773955774,0.31351351351351353,11.221643162465082,12.075007371007366,15.833001175170292,69.95281511897952
14981383,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York State Department of Health,0,0,0,0,20,16298,2678,90,5.2113517550410755,3.568235266373607,29.755555555555556,17.72975098281443,1.5197908887229277,1.0844525953657818,21.33,0.21769977595220313,0.28864824495892455,11.989302132603104,15.547154592979833,17.668884122652347,48.05880192515147
16750207,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swedish Medical Research Council,Karolinska Institute,Novo,Department of Obstetrics and Gynecology,Karolinska University Hospital,21,27424,5058,197,4.591340450771056,3.3941026659790965,25.6751269035533,14.17586482295564,1.2595887702649269,1.040073179840969,14.619999999999997,0.143930407275603,0.17773823645709766,10.327622924331562,12.013436140767102,14.111000698156147,74.2135362284806
15640980,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,United Auto Workers,UAW,General Motors,GM -RRB- National Joint Committee on Health and Safety,0,22,27365,4805,185,4.7889698231009366,3.062355551509427,25.972972972972972,13.595648453614324,1.3918834547346515,0.9587047101791587,14.619999999999997,0.15400624349635797,0.2008324661810614,10.450791686587733,13.16613527575442,14.554592549557764,62.71909216188094
17138192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,17,0,0,0,0,0,0,0,25,18926,3489,119,4.553453711665234,3.2474531694777955,29.319327731092436,18.691488488536848,1.3052450558899398,1.0347485949967128,16.619999999999997,0.15133276010318142,0.24591573516766982,11.788264196478247,11.689194611636573,15.16250174875994,66.6521506246523
16310388,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.004,0.001,0.801,0.0001,0.264,0,0,0,0,0,ALTANA Pharma AG,0,0,0,0,24,23127,4170,141,4.726618705035971,3.5330854178548767,29.574468085106382,22.942236172786266,1.1,1.0242923576608307,16.619999999999997,0.11894484412470024,0.22326139088729016,11.877365171692434,12.701237410071943,13.84370629631842,83.75691489361702
14981605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.004,0.98,0.07,0.042,16,17,33,0,0,0,0,0,0,0,12,15871,2838,80,4.736434108527132,3.5576154478413287,35.475,26.67240312771976,1.2614517265680056,1.0857718444042128,19.619999999999997,0.14446793516560957,0.2776603241719521,14.247787174066245,12.641071176885134,16.061879428645646,64.10905893234674
15295345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,322,286,0,0,0,0,0,0,0,18,22005,3918,127,4.74527820316488,3.2654568574414755,30.8503937007874,19.807437572212688,1.3611536498213375,0.9773660209389587,17.119999999999997,0.15058703420112302,0.20520673813169985,12.40039229399541,12.781643695763144,15.442247476880212,60.36825161881565
16750294,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.036,0.023,0.004,0.04,0.565,120,56,0,0,0,0,0,0,0,0,15,17973,3234,137,4.698824984539271,3.297622400568971,23.605839416058394,13.458191068154905,1.285095856524428,1.0190983312185766,13.619999999999997,0.14594928880643165,0.2699443413729128,9.50071548194593,12.717006802721091,13.732756523993604,74.15596353073416
15640985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,ATC,University of Virginia,VA 22904-4407aSuperfeet Worldwide LLC,0,0,25,17730,2949,126,5.109528653780942,3.308105575438285,23.404761904761905,12.24364558221354,1.2529671074940658,1.0215353344323272,18.33,0.14242115971515767,0.2783994574432011,9.418873225790826,15.13957273652085,13.5591,77.07814937266872
17138196,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,Institut National de la Santé et de la Recherche Médicale,INSERM,Assistance Publique,CIC,Saint-Antoine University,22,22081,3821,134,4.893221669719969,3.4149515125088925,28.51492537313433,20.063708708442864,1.3203349908400943,1.0618028611793535,16.119999999999997,0.15755037948181105,0.2711332112012562,11.468990301046457,13.707197068830148,15.237612159485902,66.1920105211967
16310552,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,88,22,20,0,Johns Hopkins Family Health and Child Survival Cooperative Agreement,Office of Health,US Agency for International Development,0,0,18,23801,4148,148,4.858486017357762,3.428413991382573,28.027027027027028,16.4891000674166,1.287367405978785,0.9869044521850323,16.119999999999997,0.1521215043394407,0.24373191899710703,11.271659412546589,13.515747348119572,14.92493686581265,69.47628502176237
17531577,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,AstraZeneca,0,0,0,0,7,17599,3496,81,4.278604118993135,3.526504572949425,43.160493827160494,49.99636406533067,0.9914187643020596,1.086364873535444,23.619999999999997,0.12185354691075514,0.2923340961098398,17.3129389496285,9.84382151029748,16.230183839811794,79.1530713054779
15295372,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adeza Biomedical,0,0,0,0,12,13397,2339,83,4.840957674219752,3.19007471231466,28.180722891566266,12.922984419255608,1.4497648567764,1.07927995411316,16.119999999999997,0.18298418127404875,0.2825994014536127,11.345482829136126,13.408601966652416,16.101722311566547,55.58145938177681
14984854,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,0,0,40,0,0,0,0,0,0,0,0,0,17,19102,3461,138,4.668303958393528,3.338478286153783,25.079710144927535,16.369841236406415,1.2594625830684774,1.0662563230648088,14.619999999999997,0.15457960127130888,0.22970239815082347,10.093715898479537,12.485362611961861,14.377280674147304,74.82855967530539
15642550,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.001,0.01,0.05,0,0,0,0,0,0,0,National Institutes of Health,AstraZeneca,Stanford University School of Medicine,Stanford,0,7,13941,2241,61,5.362784471218206,4.043847632123418,36.73770491803279,18.546249970766116,1.3855421686746987,1.164143946901298,24.83,0.17759928603302097,0.26506024096385544,14.766121681626325,16.3037037037037,17.7213262371914,52.32936203831724
16310555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,MIRA,Department for International Development,Division of Child and Adolescent Health,World Health Organization,United Nations Children s Fund,8,12000,2089,76,4.839157491622786,3.4947933986195845,27.486842105263158,17.829184629741306,1.3944471038774533,1.1099909760232922,15.619999999999997,0.1890856869315462,0.3006223073240785,11.070371116877881,13.41679272379129,16.152869085184616,60.96563027512538
17531723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26943,4763,185,4.8047449086710055,3.473618482239516,25.745945945945945,13.24375559573911,1.2891035061935754,1.0944561391543315,14.619999999999997,0.1664917069074113,0.1960948981734201,10.364975061141344,13.266008817971866,14.95667376367339,71.64470824088839
